"","gene","log2FoldChange","pvalue","cell","comparision"
"329","Ccdc30",2.51071908430582,0.00655597997086607,"mySC","DREX_vs_HFD"
"330","Sfn",-0.852125255410956,0.00971933667859672,"mySC","DREX_vs_HFD"
"331","Msantd11",-0.783621080064233,0.00150734408886361,"mySC","DREX_vs_HFD"
"332","Sdad11",0.927909806575742,0.00447237950961269,"mySC","DREX_vs_HFD"
"333","Tmtc1",-0.772586129773282,0.00426232026009525,"mySC","DREX_vs_HFD"
"334","Isoc2a",-1.35763722867606,0.00164394422014542,"mySC","DREX_vs_HFD"
"335","Pak41",0.705375417976043,0.00176318431858455,"mySC","DREX_vs_HFD"
"336","Grwd1",-1.06678828145965,0.000918637273599322,"mySC","DREX_vs_HFD"
"337","Rab381",0.802703358056276,0.00488708582668495,"mySC","DREX_vs_HFD"
"338","Cyb5r21",-0.697274147606852,0.00302159017781671,"mySC","DREX_vs_HFD"
"339","Mical2",-0.557749740537677,0.00136494071431996,"mySC","DREX_vs_HFD"
"340","Fus1",-0.474165518043775,0.00433651266781061,"mySC","DREX_vs_HFD"
"341","Brsk2",-0.384083212862136,0.00445228779536055,"mySC","DREX_vs_HFD"
"342","Slc25a15",-1.19305525415502,0.00298277280237331,"mySC","DREX_vs_HFD"
"343","Erlin21",-0.423723556612114,0.00575615409055004,"mySC","DREX_vs_HFD"
"344","Palm3",1.0988203403667,0.0091985986995253,"mySC","DREX_vs_HFD"
"345","Adat1",-0.463219830492686,0.00533896968290418,"mySC","DREX_vs_HFD"
"346","Cmip1",-0.670488620350719,0.00705053001034959,"mySC","DREX_vs_HFD"
"347","Mvd",0.733958404217665,0.00943947135669027,"mySC","DREX_vs_HFD"
"348","Slc44a2",-0.364314888939465,0.00377934640212195,"mySC","DREX_vs_HFD"
"349","Ldlr1",0.437879607591562,0.000914193430791843,"mySC","DREX_vs_HFD"
"350","Slc9a9",0.50832882929032,0.00159813188563516,"mySC","DREX_vs_HFD"
"351","Nicn1",-0.450173079355327,0.000524681564329263,"mySC","DREX_vs_HFD"
"352","Fbxl2",-0.547360694417814,0.00153551027466606,"mySC","DREX_vs_HFD"
"353","Lama4",0.370466419557944,0.00314865165430872,"mySC","DREX_vs_HFD"
"354","Fam184a",0.653446474127361,0.00532536498555653,"mySC","DREX_vs_HFD"
"355","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD"
"356","Plk51",-0.511380689858695,0.00749116943397917,"mySC","DREX_vs_HFD"
"357","Sat2",0.711296158758072,0.00127621550946088,"mySC","DREX_vs_HFD"
"358","Arrb2",-0.561606754823316,0.00113522511441967,"mySC","DREX_vs_HFD"
"359","Trim37",-0.573845964784859,0.00649871056938582,"mySC","DREX_vs_HFD"
"360","Dnajc7",-0.220457059510884,0.00746758539632321,"mySC","DREX_vs_HFD"
"361","Pitpnc1",1.16198427317747,0.00864825802931817,"mySC","DREX_vs_HFD"
"362","Mafg1",-0.335126311057379,0.00653221835364988,"mySC","DREX_vs_HFD"
"363","Id21",1.90287657685065,0.0019831805597873,"mySC","DREX_vs_HFD"
"364","Lgals8",-0.351322314362109,0.00867760800691659,"mySC","DREX_vs_HFD"
"365","Cage12",-0.560338505108023,0.00175204761463633,"mySC","DREX_vs_HFD"
"366","Bicd21",-0.309339975378671,0.00245082795142465,"mySC","DREX_vs_HFD"
"367","Btf3",0.896567762440432,0.00154352199893541,"mySC","DREX_vs_HFD"
"368","Hmgcs1",0.465873704891712,0.00155167684761551,"mySC","DREX_vs_HFD"
"369","Sh2d4b",-0.774375436444871,0.00880790723966539,"mySC","DREX_vs_HFD"
"370","Bcl2l21",-0.252309782029278,0.00429618961852042,"mySC","DREX_vs_HFD"
"371","Bin31",-0.712104295766143,0.00119901842829402,"mySC","DREX_vs_HFD"
"372","Has2",0.840423573212821,0.000409884005438518,"mySC","DREX_vs_HFD"
"373","Sqle",0.511417852323971,0.00672429547922812,"mySC","DREX_vs_HFD"
"374","BC024139",4.75144744723768,0.000462491309392534,"mySC","DREX_vs_HFD"
"375","Mroh1",-0.421007235427882,0.00204520859347228,"mySC","DREX_vs_HFD"
"376","Kifc2",-0.620259114842652,0.00367784501298597,"mySC","DREX_vs_HFD"
"377","Cerk",-0.337841820540001,0.002701917189787,"mySC","DREX_vs_HFD"
"378","Ntan11",-0.383574879723597,0.0068443488702197,"mySC","DREX_vs_HFD"
"379","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD"
"380","Nme4",-1.63115682664919,0.00534444193742536,"mySC","DREX_vs_HFD"
"381","Tead31",-0.355436658530411,0.0011722847503557,"mySC","DREX_vs_HFD"
"382","Fkbp52",-1.42140715412386,0.00212314669712277,"mySC","DREX_vs_HFD"
"383","Zeb1",0.980357895277059,0.00550084641773844,"mySC","DREX_vs_HFD"
"384","Cxxc5",0.461040038006817,0.00280525486741988,"mySC","DREX_vs_HFD"
"385","Oacyl1",1.67374606253901,0.00341403485449666,"mySC","DREX_vs_HFD"
"386","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD"
"387","Fkbp2",-0.488520234700511,0.00302575765352359,"mySC","DREX_vs_HFD"
"388","Fra10ac11",-0.348280471425313,0.00799655296626035,"mySC","DREX_vs_HFD"
"389","Borcs72",0.906746534863437,0.00403888793224746,"mySC","DREX_vs_HFD"
"390","Magix2",0.553669904554264,0.00778479578016863,"mySC","DREX_vs_HFD"
"391","Mmgt1",-1.0556609053176,0.00370484672262404,"mySC","DREX_vs_HFD"
"392","Arpc2",1.18090972514025,0.00249246875463419,"mySC","DREX_vs_SD"
"393","Per22",-0.595610659155445,0.00831404101190925,"mySC","DREX_vs_SD"
"394","Dtymk",-0.328529898040257,0.00465017266654081,"mySC","DREX_vs_SD"
"395","Ccdc931",-0.525444819879354,0.00858543093568041,"mySC","DREX_vs_SD"
"396","Fmn21",0.306562055748074,0.00519112747883597,"mySC","DREX_vs_SD"
"397","Tmem63a",0.971067799674863,0.00430474033656803,"mySC","DREX_vs_SD"
"398","Aida",1.07149989679465,0.00969272381776865,"mySC","DREX_vs_SD"
"399","Ralgds2",-0.511580465107307,0.00274185313599735,"mySC","DREX_vs_SD"
"400","Slc25a25",3.02140833308248,0.00727243909682905,"mySC","DREX_vs_SD"
"401","Pbx3",1.77753335303168,0.00910023879583177,"mySC","DREX_vs_SD"
"402","Wdsub1",-0.460165145502735,0.00576690556459118,"mySC","DREX_vs_SD"
"403","Depdc7",0.681921480883872,0.00314064702487993,"mySC","DREX_vs_SD"
"404","Exd1",-0.688426102957789,0.00928799815492296,"mySC","DREX_vs_SD"
"405","Serf22",-0.600560731517916,0.00383478328755842,"mySC","DREX_vs_SD"
"406","Mertk2",-0.528821057473984,0.00211233579410742,"mySC","DREX_vs_SD"
"407","Spef12",-1.65590301378643,5.25191886333855e-05,"mySC","DREX_vs_SD"
"408","Rassf2",-0.750625041327414,0.00353321309294481,"mySC","DREX_vs_SD"
"409","Slx4ip",-1.46171331807146,0.000416480168383646,"mySC","DREX_vs_SD"
"410","Fkbp1a",-0.535554359069844,0.00832581205636743,"mySC","DREX_vs_SD"
"411","H131",-0.481639684368956,0.00558848660257307,"mySC","DREX_vs_SD"
"412","Snta13",-0.551498321849875,5.65418077928666e-05,"mySC","DREX_vs_SD"
"413","Lbp",3.49380401894017,0.00715843386098713,"mySC","DREX_vs_SD"
"414","Plcg1",3.95541352741779,0.00162002614134513,"mySC","DREX_vs_SD"
"415","Ywhab",0.464603910320069,0.00821389685515649,"mySC","DREX_vs_SD"
"416","Gnb4",1.09027634529148,0.0082834189129234,"mySC","DREX_vs_SD"
"417","Arhgef26",-0.304897030831401,0.00694676540460903,"mySC","DREX_vs_SD"
"418","Fdps2",0.630746118874478,0.000175770098634351,"mySC","DREX_vs_SD"
"419","S100a1",-0.454997179222519,0.00639180552670055,"mySC","DREX_vs_SD"
"420","Them5",-0.659177274640028,0.0089293622288695,"mySC","DREX_vs_SD"
"421","Rorc2",-0.60558706947097,0.00253617438622265,"mySC","DREX_vs_SD"
"422","Etnppl3",-1.16398821613975,5.13227949705743e-07,"mySC","DREX_vs_SD"
"423","Sh3glb1",0.438651240769102,0.0055943613759177,"mySC","DREX_vs_SD"
"424","Ccn1",-0.593273793162487,0.000882873241487083,"mySC","DREX_vs_SD"
"425","Gba2",0.736551440325094,0.00710818616623675,"mySC","DREX_vs_SD"
"426","Zdhhc211",0.432182241708962,0.00935153405795026,"mySC","DREX_vs_SD"
"427","Czib",-0.577405679032993,0.00387496191685372,"mySC","DREX_vs_SD"
"428","Tesk2",-0.411032857332427,0.00958194209719528,"mySC","DREX_vs_SD"
"429","Macf1",0.995252469657271,0.00863073018671462,"mySC","DREX_vs_SD"
"430","Tmco4",-0.46699374291886,0.00602391716832716,"mySC","DREX_vs_SD"
"431","Insig1",0.418220884059286,0.00263760154293544,"mySC","DREX_vs_SD"
"432","Agbl5",0.840007964033936,0.00442378136290168,"mySC","DREX_vs_SD"
"433","Ppm1g",0.670346717499598,0.00443990280180258,"mySC","DREX_vs_SD"
"434","Msantd12",-0.758416404507159,0.00334519665725106,"mySC","DREX_vs_SD"
"435","Man2b2",0.578916363871066,0.00112026263658717,"mySC","DREX_vs_SD"
"436","Wdr12",-0.468059163953136,0.00636394155045097,"mySC","DREX_vs_SD"
"437","Rasl11b",-0.603379496443586,0.00449032347079486,"mySC","DREX_vs_SD"
"438","Rufy3",-0.46625101367221,0.00488234097271691,"mySC","DREX_vs_SD"
"439","Setd1b1",0.462862816403835,0.00399144116599733,"mySC","DREX_vs_SD"
"440","Ogfod2",-0.541713367115194,0.00230338169169186,"mySC","DREX_vs_SD"
"441","Nupr1l",-1.21346227068968,0.00809340939784526,"mySC","DREX_vs_SD"
"442","Col28a11",0.899146302781188,0.00172859481688428,"mySC","DREX_vs_SD"
"443","Thsd7a",0.765138239546719,0.00615844173844105,"mySC","DREX_vs_SD"
"444","Zc3hc11",1.3342462775482,0.000217010468906759,"mySC","DREX_vs_SD"
"445","Agbl3",-0.705971343311229,0.00202069937284469,"mySC","DREX_vs_SD"
"446","AI8547031",-0.784376402908447,0.00272243176529183,"mySC","DREX_vs_SD"
"447","Fkbp14",-0.583806632834541,0.00852652150104188,"mySC","DREX_vs_SD"
"448","Vamp8",-0.467567126610195,0.00796670277121021,"mySC","DREX_vs_SD"
"449","Mzf1",-1.46259316608859,0.00105109090199709,"mySC","DREX_vs_SD"
"450","Meis3",1.98729742346554,0.00608208442616771,"mySC","DREX_vs_SD"
"451","Mill2",1.37261390833706,0.00337922128860798,"mySC","DREX_vs_SD"
"452","Capns1",-0.602317772957189,0.0045388262011117,"mySC","DREX_vs_SD"
"453","Mag",0.263458841523279,0.00510886145852163,"mySC","DREX_vs_SD"
"454","Fxyd7",-0.66958804846554,0.00769244167113578,"mySC","DREX_vs_SD"
"455","Cpt1c",-0.660125792617482,0.00957558364301762,"mySC","DREX_vs_SD"
"456","Myo7a",-0.429076004026405,0.0015207539660419,"mySC","DREX_vs_SD"
"457","Coa41",0.770911485133428,0.0078412610734236,"mySC","DREX_vs_SD"
"458","Atg16l2",-0.465701373890048,0.00811312557049004,"mySC","DREX_vs_SD"
"459","Cyb5r22",-0.642241006583813,0.00726613798285651,"mySC","DREX_vs_SD"
"460","Mical21",-0.511543005863299,0.00419579307262546,"mySC","DREX_vs_SD"
"461","Sez6l2",-0.740364133891225,0.00655973205659569,"mySC","DREX_vs_SD"
"462","Prss531",-0.823356770525096,0.00138436565304926,"mySC","DREX_vs_SD"
"463","Brsk21",-0.397992924801459,0.00398327639333722,"mySC","DREX_vs_SD"
"464","Insr",0.512454310459467,0.00704005689646286,"mySC","DREX_vs_SD"
"465","Irs2",1.01719947184321,0.00147319134793967,"mySC","DREX_vs_SD"
"466","Kat6a1",0.5482714847494,0.000730160403042393,"mySC","DREX_vs_SD"
"467","Adgra2",1.39515499512583,0.00270584051971501,"mySC","DREX_vs_SD"
"468","Primpol",1.221003710799,0.00848157559380417,"mySC","DREX_vs_SD"
"469","Spock31",2.03517748470138,0.00312245682974213,"mySC","DREX_vs_SD"
"470","Yjefn3",-0.7525460598384,0.00131207797146789,"mySC","DREX_vs_SD"
"471","Med26",0.930276185160463,0.00794574455302214,"mySC","DREX_vs_SD"
"472","Adgre51",1.56132715042268,0.000590159334992531,"mySC","DREX_vs_SD"
"473","E2f4",0.442257254093645,0.0094134983781277,"mySC","DREX_vs_SD"
"474","Mvd1",1.04340383689512,0.0006442452459967,"mySC","DREX_vs_SD"
"475","Fanca",-0.790168858752889,0.00922616942198598,"mySC","DREX_vs_SD"
"476","Ldlr2",0.474594473328306,0.000501243151027976,"mySC","DREX_vs_SD"
"477","Tmem218",1.16711350880588,0.00849266738096549,"mySC","DREX_vs_SD"
"478","Map2k1",-0.75301635550978,0.006762587626641,"mySC","DREX_vs_SD"
"479","Mapk6",1.0584756973241,0.00682643267015977,"mySC","DREX_vs_SD"
"480","Faim",-0.580911733165991,0.0076949474360242,"mySC","DREX_vs_SD"
"481","Srprb",-0.858779598677173,0.00634878873045652,"mySC","DREX_vs_SD"
"482","Nicn11",-0.437541685263978,0.00164010275656518,"mySC","DREX_vs_SD"
"483","Wdr63",1.64109330137591,0.00827956400057632,"mySC","DREX_vs_SD"
"484","Tcaim",-1.08484278263185,0.00272909058242787,"mySC","DREX_vs_SD"
"485","Mthfd1l",-0.348100397045434,0.00721357934685556,"mySC","DREX_vs_SD"
"486","Ccdc28a1",-0.658291819085971,0.00547995867062623,"mySC","DREX_vs_SD"
"487","Sgk11",-0.499231297607613,0.00123733788046638,"mySC","DREX_vs_SD"
"488","Lama2",0.399060091338765,0.00215973445958612,"mySC","DREX_vs_SD"
"489","Soga3",-0.658839727986629,0.00789567852038831,"mySC","DREX_vs_SD"
"490","Hint3",-0.489818485799835,0.00796739248174867,"mySC","DREX_vs_SD"
"491","P4ha1",0.37579955197112,0.0093430394114649,"mySC","DREX_vs_SD"
"492","Pbld22",-1.74993459972097,0.00116351263067241,"mySC","DREX_vs_SD"
"493","Col18a1",-0.942678736018158,0.00263293596232884,"mySC","DREX_vs_SD"
"494","Plk52",-0.514521955733584,0.00732674986272703,"mySC","DREX_vs_SD"
"495","Acss3",-0.993109013141281,0.00457414636910747,"mySC","DREX_vs_SD"
"496","Nab2",0.400090676597617,0.00383402074152906,"mySC","DREX_vs_SD"
"497","Ascc2",-0.408151251362333,0.00654066315638552,"mySC","DREX_vs_SD"
"498","P4ha2",-0.450098012363243,0.0064645939087227,"mySC","DREX_vs_SD"
"499","Retreg3",0.366048720305429,0.00735626062622082,"mySC","DREX_vs_SD"
"500","Tmem106a",2.94534477998656,0.00839063460391474,"mySC","DREX_vs_SD"
"501","Nt5c",-1.01631620921911,0.00556255044830978,"mySC","DREX_vs_SD"
"502","Oxld11",1.29750872730031,0.00372697773318117,"mySC","DREX_vs_SD"
"503","Fntb",-0.445972676927863,0.00720838775355667,"mySC","DREX_vs_SD"
"504","Slc25a47",-0.73446069300411,0.00747792134283882,"mySC","DREX_vs_SD"
"505","Asb131",1.11014143420941,0.00543725509116759,"mySC","DREX_vs_SD"
"506","Zfp1691",0.834531583973771,0.00761217950966325,"mySC","DREX_vs_SD"
"507","Bicd22",-0.330538782853604,0.0016304236484706,"mySC","DREX_vs_SD"
"508","Ippk",-0.494547400523114,0.00423057703401428,"mySC","DREX_vs_SD"
"509","S1pr3",4.0209465398726,0.0029510708516787,"mySC","DREX_vs_SD"
"510","Mocs21",-0.291177945618621,0.00939337026880685,"mySC","DREX_vs_SD"
"511","Hmgcs11",0.406119204499572,0.00689766918274073,"mySC","DREX_vs_SD"
"512","Cacna1d",4.02362012599563,0.00282630500958564,"mySC","DREX_vs_SD"
"513","Vstm41",-0.912532278692731,9.21129529859419e-05,"mySC","DREX_vs_SD"
"514","Arhgef401",0.274849848329491,0.000660990915027788,"mySC","DREX_vs_SD"
"515","Pck2",1.06631256061636,0.00900201055738912,"mySC","DREX_vs_SD"
"516","Rcbtb1",-0.360060106638828,0.00656980011903122,"mySC","DREX_vs_SD"
"517","Ppp2r2a1",0.817134131818455,0.000859225034004714,"mySC","DREX_vs_SD"
"518","Bin32",-0.608412835309791,0.00832961423745766,"mySC","DREX_vs_SD"
"519","Fam160b2",-0.609876411890969,0.00517903357807789,"mySC","DREX_vs_SD"
"520","Cnmd",-0.835371035863153,0.00165426287914976,"mySC","DREX_vs_SD"
"521","Sub11",2.8190614838733,0.00199972868755422,"mySC","DREX_vs_SD"
"522","Ncald1",1.00345828811924,0.00290595118696737,"mySC","DREX_vs_SD"
"523","Lrp121",1.57298034185474,0.00219092602954247,"mySC","DREX_vs_SD"
"524","Klhl381",0.795029059590319,0.00798559121817029,"mySC","DREX_vs_SD"
"525","Sqle1",0.56620747400126,0.00408778216810562,"mySC","DREX_vs_SD"
"526","Eppk1",1.92445722606195,0.00895180318920179,"mySC","DREX_vs_SD"
"527","Exosc4",-0.645928202691112,0.00829926407173594,"mySC","DREX_vs_SD"
"528","Mroh11",-0.486106394631886,0.000652713554033378,"mySC","DREX_vs_SD"
"529","Slc52a2",1.04564667864465,0.00723465851468719,"mySC","DREX_vs_SD"
"530","Kifc21",-0.571676767332901,0.008522232426724,"mySC","DREX_vs_SD"
"531","Gpt1",-0.886300328009628,2.97894654362875e-05,"mySC","DREX_vs_SD"
"532","Zfp7",3.68563030400429,0.00828787835333063,"mySC","DREX_vs_SD"
"533","Scube1",-0.472724405718853,0.00945566727748614,"mySC","DREX_vs_SD"
"534","Kif21a",-0.317291667114012,0.00771578182217844,"mySC","DREX_vs_SD"
"535","P3h2",-0.620180007238218,0.00673964696457167,"mySC","DREX_vs_SD"
"536","Cd200",0.520436352239683,0.00575173581969457,"mySC","DREX_vs_SD"
"537","Ltn1",-1.14249842008234,0.00952698216698474,"mySC","DREX_vs_SD"
"538","Fndc1",0.533529699308695,0.00210320585865899,"mySC","DREX_vs_SD"
"539","Zfp820",1.82289659092975,0.00999357967729399,"mySC","DREX_vs_SD"
"540","BC003965",-0.516061579484907,0.0098112784130743,"mySC","DREX_vs_SD"
"541","Mcrip2",1.01104744232406,0.00817697833880467,"mySC","DREX_vs_SD"
"542","Fkbp53",-1.23504945461992,0.00927010403126922,"mySC","DREX_vs_SD"
"543","Prrt1",-0.799473278656669,0.000267107375709819,"mySC","DREX_vs_SD"
"544","Atat1",-0.38577754681418,0.00889317258791475,"mySC","DREX_vs_SD"
"545","Yju21",-0.587781993969889,0.0083112598301217,"mySC","DREX_vs_SD"
"546","Tubb4a",1.31336543816014,0.00942963839493823,"mySC","DREX_vs_SD"
"547","Lox2",-0.823864041872139,7.81252031803209e-05,"mySC","DREX_vs_SD"
"548","Arhgef37",-0.505814984545781,0.00330848613259025,"mySC","DREX_vs_SD"
"549","Oacyl2",2.0590460850317,0.00159028501918599,"mySC","DREX_vs_SD"
"550","Socs6",1.17357191835345,0.00903968220544403,"mySC","DREX_vs_SD"
"551","Ccs",-0.636576447347406,0.00872991228813208,"mySC","DREX_vs_SD"
"552","Fkbp21",-0.575758993725139,0.000565718464237647,"mySC","DREX_vs_SD"
"553","Rcor2",-0.937689909709249,0.00167343366787996,"mySC","DREX_vs_SD"
"554","Taf6l",0.589210069694076,0.00685688143019525,"mySC","DREX_vs_SD"
"555","Eef1g1",1.1533791145343,0.00688680033786568,"mySC","DREX_vs_SD"
"556","Rfk1",1.14758202883526,0.00262342623304899,"mySC","DREX_vs_SD"
"557","Ide",-0.698360408326123,0.00389330755456159,"mySC","DREX_vs_SD"
"558","Dock11",3.24705465736885,0.0064334874335555,"mySC","DREX_vs_SD"
"559","Scml2",1.89780487546774,0.00198221094563712,"mySC","DREX_vs_SD"
"560","Fdps3",0.518805122222671,0.00216117424854381,"mySC","EX_vs_HFD"
"561","S100a4",0.656722587684179,0.00940531436393329,"mySC","EX_vs_HFD"
"562","Snx27",-0.476533910607159,0.0042453542376473,"mySC","EX_vs_HFD"
"563","Trp53inp11",0.569826739562999,0.00383366114540871,"mySC","EX_vs_HFD"
"564","Ankrd6",-2.26337043716701,0.00396211174103739,"mySC","EX_vs_HFD"
"565","Coa71",-1.16349402833261,0.00911265972734942,"mySC","EX_vs_HFD"
"566","Eps8l1",-1.44657481976062,0.000626395868561518,"mySC","EX_vs_HFD"
"567","BC024978",-0.463749264332647,0.0088521914842479,"mySC","EX_vs_HFD"
"568","Vsig10l",-0.628311165964912,0.00964490686913397,"mySC","EX_vs_HFD"
"569","Ino80e",0.531883527705392,0.00553318069207335,"mySC","EX_vs_HFD"
"570","Abce1",0.697552395912856,0.00635920923208904,"mySC","EX_vs_HFD"
"571","Palm31",1.22197103515184,0.00498043047052188,"mySC","EX_vs_HFD"
"572","Wwp21",-0.480044994806186,0.00663274613324968,"mySC","EX_vs_HFD"
"573","Cox4i11",1.21493112634478,0.00803092601600896,"mySC","EX_vs_HFD"
"574","Ets1",-2.54550865117109,0.00583815917793713,"mySC","EX_vs_HFD"
"575","Ppp2r1b2",-1.20456791718739,0.0096755888282011,"mySC","EX_vs_HFD"
"576","Pcbp3",-0.792497942826776,0.00348381005717288,"mySC","EX_vs_HFD"
"577","Abca71",-0.678709059567872,0.00012975180833451,"mySC","EX_vs_HFD"
"578","Nedd1",0.885959767192136,0.00607729897591413,"mySC","EX_vs_HFD"
"579","Csrp2",-0.794541625650531,0.00862960126487691,"mySC","EX_vs_HFD"
"580","Kdm6b",-0.449162006438083,0.00362647741815701,"mySC","EX_vs_HFD"
"581","Itgae",-1.78573872301816,0.00610470001611149,"mySC","EX_vs_HFD"
"582","Rhbdl3",-2.91951047066186,0.00830382861431836,"mySC","EX_vs_HFD"
"583","Trim371",-0.601516912608175,0.00756607698586761,"mySC","EX_vs_HFD"
"584","Cox16",0.357667632194508,0.0040890516800649,"mySC","EX_vs_HFD"
"585","Tubb2b",0.634557057797741,0.00639169944681002,"mySC","EX_vs_HFD"
"586","Zfp58",1.30346894839515,0.00516716518780526,"mySC","EX_vs_HFD"
"587","Hmgcs12",0.424832251103862,0.00474222176440719,"mySC","EX_vs_HFD"
"588","BC0241391",4.57597932722517,0.000919736723106472,"mySC","EX_vs_HFD"
"589","Adck5",-0.989428594654677,0.00645377863207431,"mySC","EX_vs_HFD"
"590","Myg1",-0.661756505615612,0.00207554776790603,"mySC","EX_vs_HFD"
"591","Fndc11",0.455390489373385,0.00691522400489529,"mySC","EX_vs_HFD"
"592","Tbc1d24",-0.593049511141194,0.000936898916890512,"mySC","EX_vs_HFD"
"593","Efna51",-3.66954191989988,2.60052113953659e-05,"mySC","EX_vs_HFD"
"594","Cxxc51",0.439286288450084,0.00573699136447266,"mySC","EX_vs_HFD"
"595","Lrfn4",-0.553143089616083,0.00715361450059226,"mySC","EX_vs_HFD"
"596","Peli31",-1.24178841993517,0.000396441091558221,"mySC","EX_vs_HFD"
"597","Pdcd4",0.530691641576832,0.00402326980925666,"mySC","EX_vs_HFD"
"598","Zdhhc6",0.793280934377422,0.00485791970650442,"mySC","EX_vs_HFD"
"599","Gpkow",-1.17061563620525,0.00523333548040267,"mySC","EX_vs_HFD"
"600","Rufy4",-1.03434642271622,0.00431448262358087,"mySC","EX_vs_SD"
"601","Arpc21",1.48007577617923,0.000217140622689541,"mySC","EX_vs_SD"
"602","Tmco1",0.892638480142812,0.00347459839647988,"mySC","EX_vs_SD"
"603","Suv39h2",-2.99594187531151,0.00468285383319494,"mySC","EX_vs_SD"
"604","Ubac1",1.14237430049557,0.00867884000238561,"mySC","EX_vs_SD"
"605","Dlx2",-1.89018248212179,0.00754996020196923,"mySC","EX_vs_SD"
"606","Hoxd8",-1.52544427028335,0.00635586402448431,"mySC","EX_vs_SD"
"607","Pxmp4",1.44682016767952,0.00328746311339783,"mySC","EX_vs_SD"
"608","Lbp1",3.49913489224465,0.00792306085908103,"mySC","EX_vs_SD"
"609","Plcg11",3.9242316439853,0.00213929361916886,"mySC","EX_vs_SD"
"610","Ywhab1",0.49605217660303,0.00660210059854947,"mySC","EX_vs_SD"
"611","Pag11",0.560291478912742,0.000509370886850729,"mySC","EX_vs_SD"
"612","Sec62",0.422451005202962,0.00803967417125699,"mySC","EX_vs_SD"
"613","Gnb41",1.31616962246336,0.00188637032378956,"mySC","EX_vs_SD"
"614","Snx271",-0.480299451502355,0.00495577704288784,"mySC","EX_vs_SD"
"615","Vtcn1",-1.07642114691952,0.00799454710577835,"mySC","EX_vs_SD"
"616","Sh3glb11",0.431334552574263,0.00891147234548989,"mySC","EX_vs_SD"
"617","Unc13b",-0.761004498024035,0.00864503997764089,"mySC","EX_vs_SD"
"618","Itgb3bp",0.766587739561317,0.00341698517268783,"mySC","EX_vs_SD"
"619","Macf11",1.09971843231541,0.00481637637094825,"mySC","EX_vs_SD"
"620","Rap1gap",-0.400086748796227,0.0030149898777059,"mySC","EX_vs_SD"
"621","Tmco41",-0.470163753187252,0.00747434465289326,"mySC","EX_vs_SD"
"622","Pex11",-0.747361179255358,0.00206009492210484,"mySC","EX_vs_SD"
"623","Fam53a",-0.695054491014752,0.00623383808674836,"mySC","EX_vs_SD"
